Brand,Model,Reference Number,Type,Movement,Base Movement,Movement Type,Price (New),Price (Used),Year,Case Diameter (mm),Lug Width (mm),Case Thickness (mm),Water Resistance (m),Crystal,Weight (grams),Case Material,Bracelet/Strap Type,Bezel Material,Power Reserve (hours),Complications,Gender,Country of Manufacture
Zelos,Skyraider Bronze,ZLS-SKY-BZ,Pilot,ETA 6498,,Manual,1299,1015,2023,42,22,12.5,100,Sapphire,,Bronze,Leather,,50,Small Seconds,Male,Singapore
Formex,Essence 39 Automatic,FMX-ESS39,Dress,SW200-1 COSC,SW200-1,Automatic,1350,1095,2023,39,20,10,100,Sapphire,,Stainless Steel,Bracelet,,38,Date,Male,Switzerland
Vaer,A3 Atlas USA Automatic,D3-ATLS-USA,Field,Miyota 9039,,Automatic,499,395,2023,38,20,11.6,200,Sapphire,,Stainless Steel,NATO,,42,None,Male,USA
Marloe,Atlantic R34,MRL-ATL-R34,Field,Miyota 9039,,Automatic,475,380,2023,40,20,11.2,100,Sapphire,,Stainless Steel,Leather,,42,None,Male,UK
Nodus,Retrospect III Arctic,NOD-RET3-ARC,Diver,Miyota 9015,,Automatic,475,385,2023,42,20,13,200,Sapphire,,Stainless Steel,Bracelet,,42,Date,Male,USA
Traska,Commuter 38,TR-COM38-Dress,Dress,Miyota 9039,N/A,Automatic,585,460,2023,38,20,9.5,100,Sapphire,N/A,Stainless Steel,Bracelet,N/A,42,Time Only,Male,USA
Maen,Greenwich 42 GMT,MAE-GR42-GMT,GMT,Sellita SW330-2,SW330-2,Automatic,1099,875,2023,42,20,12,100,Sapphire,,Stainless Steel,Bracelet,,56,GMT,Male,Netherlands
Unimatic,U2S-T-Tactical,N/A,Field,Seiko NH35,N/A,Automatic,675,545,2023,38.5,22,12.4,300,Sapphire,N/A,Stainless Steel,Rubber,N/A,41,None,Male,Italy
Serica,5303-2 Diver,SR-5303-2,Diver,ETA 2824-2,ETA 2824-2,Automatic,1390,1120,2023,39,20,12.2,300,Sapphire,,Stainless Steel,Bracelet,,38,Time Only,Male,France (Assembled)
RZE,Ascentus GMT,RZE-ASG-GMT,GMT,Seiko NH34,,Automatic,599,480,2023,40,20,13.2,200,Sapphire,,Titanium,Rubber,,41,GMT,Male,Singapore
Draken,Kalahari,DRA-KLH-01,Diver,Seiko NH35,,Automatic,475,370,2023,42,22,14.5,300,Sapphire,,Stainless Steel,Rubber,,41,Date,Male,New Zealand
Boldr,Venture GMT Carbon,BLD-VGT-GMT,GMT,Seiko NH34,,Automatic,699,560,2023,38,20,12,200,Sapphire,,Carbon,Rubber,,41,GMT,Male,Singapore
Zelos,Thresher GMT,ZLS-THR-GMT,GMT,Seiko NH34,,Automatic,799,635,2023,42.5,22,13.5,500,Sapphire,,Stainless Steel,Bracelet,,41,GMT,Male,Singapore
Christopher Ward,C65 Aquitaine Bronze,C65-AQBRZ,Diver,SW200-1,SW200-1,Automatic,1195,950,2023,41,22,12.5,200,Sapphire,,Bronze,Bracelet,,38,Date,Male,UK
CW&T,Every Moment Watch PVD,CWEMW-PVD,Dress,Seiko VH31,N/A,Quartz,198,160,2023,36,18,10.5,30,Hardlex,N/A,Stainless Steel,Nylon,N/A,N/A,Time Only,Unisex,USA (Assembled)
Autark,Ocean Classic 39,ATK-OC39,Diver,ETA 2824-2,ETA 2824-2,Automatic,875,695,2023,39,20,13,300,Sapphire,,Stainless Steel,Bracelet,,38,Date,Male,Germany
Echo/Neutra,200M Skin Diver,ECH-SKN-DVR,Diver,ETA 2824-2,ETA 2824-2,Automatic,850,685,2023,41,20,12.5,200,Sapphire,,Stainless Steel,Bracelet,,38,Date,Male,Italy
Laco,Flieger Pro Pilot,LAC-FPP-PIL,Pilot,SW200-1,SW200-1,Automatic,1295,1025,2023,42,20,12.2,100,Sapphire,,Stainless Steel,Leather,,38,None,Male,Germany
Hemel,Sea Dart,HML-SDRT,Diver,Seiko NH35,,Automatic,599,470,2023,42,22,13.5,300,Sapphire,,Stainless Steel,Bracelet,,41,Date,Male,USA (Assembled)
Eza,AirFighter Chronograph,EZA-AFCH01,Chronograph,ETA 7750,ETA 7750,Automatic,1750,1395,2023,44,22,14.9,100,Sapphire,,Stainless Steel,Leather,,48,Chronograph,Male,Germany
Nivada Grenchen,Super Antarctic,NIV-SA-38,Dress,Sellita SW200-1,SW200-1,Automatic,850,695,2023,38,20,12,200,Sapphire,,Stainless Steel,Bracelet,,38,Time Only,Male,Switzerland
Nezumi Studios,Loews Chronograph,NEZ-LWS-CH,Chronograph,Seiko VK64,N/A,Quartz,495,395,2023,40,20,11.5,50,Sapphire-coated,N/A,Stainless Steel,Leather,N/A,N/A,Chronograph,Male,Sweden
Tusenö,Shellback V2,TUS-SHB-V2,Diver,Miyota 9015,,Automatic,899,715,2023,40,20,13,200,Sapphire,,Stainless Steel,Bracelet,,42,Date,Male,Sweden
Maen,Skymaster Chronograph,MAE-SKMC-CH,Chronograph,ETA 7750,ETA 7750,Automatic,1850,1475,2023,38,20,14,100,Sapphire,,Stainless Steel,Leather,,48,Chronograph,Male,Netherlands
Baltic,Bicompax 003,BAL-BCX003,Chronograph,Seagull ST1901,Venus 175,Manual,630,495,2023,38,20,13,50,Hesalite,,Stainless Steel,Leather,,45,Chronograph,Male,France (Assembled)
Kurono Tokyo,Seiji Limited Edition,KUR-SEIJI,Dress,Miyota 90S5,,Automatic,1850,1495,2023,37,20,11,50,Sapphire,,Stainless Steel,Leather,,42,Time Only,Male,Japan
Furlan Marri,Salmon Sector Ref. 2116-A,FUR-SLM-2116,Dress,Seiko VK64,N/A,Quartz,495,390,2023,38,20,11.3,50,Sapphire,N/A,Stainless Steel,Leather,N/A,N/A,Chronograph,Male,Switzerland (Assembled)
Studio Underd0g,Chrono Go0fy Panda,SUD-GFP01,Chronograph,Seagull ST1901,Venus 175,Manual,695,555,2023,38.5,20,13.6,50,Hesalite,,Stainless Steel,Leather,,45,Chronograph,Unisex,UK (Assembled)
Ming,27.01 Ultra Thin,MNG-27.01,Dress,ETA Peseux 7001 (Modified),Peseux 7001,Manual,4250,3450,2023,38,20,6.9,100,Sapphire,,Stainless Steel,Leather,,42,Time Only,Male,Malaysia (Swiss Movement)
Naoya Hida & Co.,Type 4A,NH-T4A,Dress,Cal.3020SC,ETA Peseux 7001 base,Manual,26500,21500,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Time Only,Male,Japan
Hajime Asaoka,Chronograph Project,HAC-CHRP01,Luxury,In-house,In-house,Manual,150000,125000,2023,40,20,14.5,30,Sapphire,,Stainless Steel,Leather,,60,Chronograph,Male,Japan
F.P. Journe,Élégante 40mm Titanium,FPJ-ELG-TIT,Dress,Electro-Mechanical,In-house,Quartz,18000,15500,2023,40,20,7.5,30,Sapphire,,Titanium,Rubber,,100,Time Only,Unisex,Switzerland
Greubel Forsey,Balancier Convexe S²,GFS2-BCV,Luxury,In-house,In-house,Manual,225000,187000,2023,42.5,21,14,100,Sapphire,,Titanium,Rubber,,72,Time Only,Male,Switzerland
Czapek,Antarctique Rattrapante Ice Blue,CZP-RAT-IBL,Luxury,Caliber SHX6,In-house,Automatic,54000,44000,2023,42.5,22,14.6,120,Sapphire,,Stainless Steel,Bracelet,,60,Rattrapante Chronograph,Male,Switzerland
MB&F,LM Split Escapement EVO,MBF-LMSE-EVO,Luxury,MB&F with Stephen McDonnell,In-house,Automatic,92000,78000,2023,44,22,17.5,80,Sapphire,,Zirconium,Rubber,,72,Split Escapement,Male,Switzerland
Laurent Ferrier,Square Micro-Rotor,LFR-SQMR,Dress,FBN 229.01,In-house,Automatic,50000,42000,2023,41,20,11,30,Sapphire,,Stainless Steel,Leather,,72,Time Only,Male,Switzerland
Arnold & Son,Globetrotter Gold,AS-GLOB-GOLD,GMT,A&S6022,In-house,Automatic,48500,40500,2023,45,22,17.2,30,Sapphire,,Red Gold,Leather,,45,GMT,Male,Switzerland
Angelus,U23 Carbon Cocktail,ANG-U23-CC,Luxury,A-250,In-house,Manual,45000,37000,2023,42,22,10,30,Sapphire,,Carbon Composite,Rubber,,60,Skeletonized,Male,Switzerland
De Bethune,DB25 Starry Varius Chrono,DB25SVCH,Luxury,DB2030,In-house,Manual,220000,185000,2023,42,21,12,30,Sapphire,,White Gold,Leather,,60,Chronograph,Male,Switzerland
H. Moser & Cie.,Streamliner Flyback Chrono,HM-STR-FBCH,Luxury,HMC 902,AgenGraphe,Automatic,39000,32000,2023,42.3,22,14.2,120,Sapphire,,Steel,Bracelet,,54,Flyback Chronograph,Male,Switzerland
HYT,Conical Tourbillon Infinity,HYT-CTINF,Luxury,501-CM,In-house,Hydro-Mechanical,355000,290000,2023,48,21,17.2,30,Sapphire,,Carbon & Gold,Rubber,,72,Fluid Tourbillon,Male,Switzerland
Jacob & Co.,Astronomia Solar,AJSOL21DLC,Luxury,JCAM19,In-house,Manual,280000,225000,2023,44.5,22,21,30,Sapphire,,18K Rose Gold,Sapphire,,48,Astronomical,Male,Switzerland
Louis Moinet,Memoris Spirit,LMC-008,Luxury,LJLM1000,In-house,Automatic,33000,26500,2023,40.7,21,13.5,50,Sapphire,,Titanium,Leather,,48,Chronograph,Male,Switzerland
MB&F,Horological Machine No.10 ‘Bulldog’,HM10-BULL,Luxury,In-house,In-house,Manual,120000,99000,2023,45,20,24,50,Sapphire,,Titanium,Leather,,45,Time Only,Male,Switzerland
Parmigiani Fleurier,Toric Chronomètre PF3700,N/A,Luxury,PF3700,In-house,Automatic,185000,148000,2023,42.8,22,13.2,30,Sapphire,,Platinum,Leather,,60,Time Only,Male,Switzerland
Laurent Ferrier,Grand Sport Tourbillon,LFR-GS-TRB,Luxury,LF619.01,In-house,Manual,170000,135000,2023,44,21,13.4,100,Sapphire,,Steel,Bracelet,,80,Tourbillon,Male,Switzerland
Greubel Forsey,Double Tourbillon 30 Technique,GFS-DTT30,Luxury,In-house,In-house,Manual,580000,475000,2023,47.5,22,16.5,30,Sapphire,,Titanium,Leather,,120,Double Tourbillon,Male,Switzerland
F.P. Journe,Tourbillon Souverain Bleu,FPJ-TSB,Luxury,1403,In-house,Manual,215000,180000,2023,40,20,9.9,30,Sapphire,,Tantalum,Leather,,42,Tourbillon,Male,Switzerland
Urwerk,UR-220 Falcon Project,UR220-FP,Luxury,UR-7.20,In-house,Manual,150000,123000,2023,43.8,21,14.8,30,Sapphire,,Carbon,Velcro,,48,Satellite Hours,Male,Switzerland
Czapek,Place Vendôme Tourbillon,CZP-PVTRB,Luxury,SXH2,In-house,Manual,95000,77000,2023,43.5,22,12.3,30,Sapphire,,Gold,Leather,,60,Tourbillon,Male,Switzerland
Kari Voutilainen,Vingt-8 GMT Power Reserve,KV-V28-GMT,Luxury,Vingt-8,In-house,Manual,160000,135000,2023,39,20,11,30,Sapphire,,Platinum,Leather,,65,GMT,Male,
Moritz Grossmann,Backpage Transparent,MOR-BPT,Luxury,MG-107.0,In-house,Manual,59500,48500,2023,41,20,11.3,30,Sapphire,,Rose Gold,Leather,,72,Openworked,Male,Germany
Zeitwinkel,273° Saphir Blau,ZTW-273SB,Luxury,ZW0103,In-house,Automatic,12500,9950,2023,42.5,22,13.8,50,Sapphire,,Stainless Steel,Leather,,72,Power Reserve,Male,
Andersen Genève,Montre À Tact Jumping Hours,AG-MTJH,Luxury,F. Piguet 11.50,F. Piguet 11.50,Automatic,58000,46000,2023,42,20,10.8,30,Sapphire,,18K White Gold,Leather,,60,Jumping Hours,Male,Switzerland
Habring²,Chrono ZM Perpetual,HAB-CZM-PC,Luxury,A11PC,In-house,Manual,29500,24000,2023,38.5,20,13.2,30,Sapphire,,Stainless Steel,Leather,,48,Chronograph,Male,
Speake-Marin,One & Two Academic Full Moon,SM-12FM,Luxury,SMA03-T20,In-house,Automatic,25000,20500,2023,38,20,12.5,50,Sapphire,,Titanium,Bracelet,,48,Moonphase,Male,Switzerland
Ming,20.11 Mosaic,MNG-2011M,Luxury,Cal. 800.S1,Schwarz Etienne,Automatic,14750,12200,2023,41.5,20,12.5,100,Sapphire,,Titanium,Bracelet,,70,Time Only,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Anniversary Calendrier Type II,KUR-ANN-CAL2,Dress,NE86A,,Automatic,1970,1575,2023,38,20,13,50,Sapphire,,Stainless Steel,Leather,,45,Triple Calendar,Male,Japan
Naoya Hida & Co.,Type 1D,NH-T1D,Dress,Cal.3019SS,ETA Peseux 7001 base,Manual,21500,18000,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Time Only,Male,Japan
Hajime Asaoka,Chronograph Hajime,HAC-HJCH,Luxury,HA-CH01,In-house,Manual,165000,135000,2023,42,21,14.2,30,Sapphire,,Titanium,Leather,,72,Chronograph,Male,Japan
Konstantin Chaykin,Joker Five,KCH-J5,Luxury,K07-0,In-house,Automatic,25000,20500,2023,42,22,13.5,30,Sapphire,,Stainless Steel,Leather,,38,Time Display via Joker Face,Male,Russia
Ming,37.08 Sand,MNG-3708S,Dress,Cal. 7001.M1,ETA Peseux 7001 (modified),Manual,3750,2950,2023,38,20,10,100,Sapphire,,Stainless Steel,Leather,,42,Time Only,Male,Malaysia (Swiss Movement)
Ochs und Junior,Date Blue PVD,OUJ-DTBL-DRESS,Dress,UJ-DATE,ETA 2824-2 base,Automatic,7500,6100,2023,39,20,10.8,100,Sapphire,,Titanium,Leather,,38,Date,Male,Switzerland
S.U.F Helsinki,180 GMT Blue,SUF-180-GMT-BLU,GMT,ETA 2893-2,ETA 2893-2,Automatic,3100,2500,2023,39,20,11,100,Sapphire,,Stainless Steel,Leather,,42,GMT,Male,Finland
Horage,Autark 10 Years Anniversary,HOR-ATK-10Y,Field,K1 Micro-Rotor,In-house,Automatic,5900,4750,2023,39,20,10.2,100,Sapphire,,Titanium,Bracelet,,72,Time Only,Male,Switzerland
Serica,8315-3 Dune,SR-8315-3-DUNE,Dress,CALIBRE C125,LJP G100 base,Automatic,1950,1580,2023,39,20,12.3,200,Sapphire,,Stainless Steel,Bracelet,,48,Time Only,Male,France (Assembled)
Habring²,Foudroyante Felix,A11F,N/A,N/A,In-house,Manual,7950,6350,2023,38.5,20,12,30,Sapphire,N/A,Stainless Steel,Leather,N/A,48,Foudroyante,Male,Austria
Speake-Marin,One & Two Academic Red Gold,SM-12RG,Luxury,SMA03-T20,In-house,Automatic,28000,23000,2023,38,20,12.5,50,Sapphire,,Red Gold,Bracelet,,48,Time Only,Male,Switzerland
Ming,22.01 GMT Gilt,MNG-2201-GILT,GMT,Cal. 330.M1,ETA 2893-2 (modified),Automatic,3350,2700,2023,38,20,11.2,100,Sapphire,,Stainless Steel,Bracelet,,48,GMT,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Chronograph 4,KUR-CH4,Chronograph,NE88A,,Automatic,3800,3100,2023,38,20,13.5,50,Sapphire,,Stainless Steel,Leather,,45,Chronograph,Male,Japan
Naoya Hida & Co.,Type 3A,NH-T3A,Dress,Cal.3019SS,ETA Peseux 7001 base,Manual,22500,18500,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Small Seconds,Male,Japan
Hajime Asaoka,Tourbillon 2,HAC-T2,Luxury,HA-T02,In-house,Manual,170000,142000,2023,43,22,13.5,30,Sapphire,,Titanium,Leather,,72,Tourbillon,Male,Japan
F.P. Journe,Centigraphe Souverain,FPJ-CGS,Luxury,1506,In-house,Manual,158000,128000,2023,40,20,10.5,30,Sapphire,,Platinum,Leather,,80,Chronograph,Male,Switzerland
Urwerk,UR-120 Spock,UR120-SPK,Luxury,UR-20.01,In-house,Automatic,125000,101000,2023,44,21,15.8,30,Sapphire,,Titanium,Rubber,,48,Satellite Hours,Male,Switzerland
Czapek,Place Vendôme Complicité,CZP-PV-COM,Luxury,Cal. SXH7,In-house,Manual,145000,120000,2023,41.8,21,12.8,30,Sapphire,,Platinum,Leather,,72,Dual Escapement,Male,Switzerland
Kari Voutilainen,CSW Only Watch 2023,KVC-CSW-OW23,Luxury,Vingt-8,In-house,Manual,210000,175000,2023,39,20,11,30,Sapphire,,Tantalum,Leather,,65,Time Only,Male,Switzerland
Moritz Grossmann,Power Reserve Salmon,MOR-PRSLM,Luxury,MG-002.2,In-house,Manual,48500,39500,2023,41,20,11.3,30,Sapphire,,Rose Gold,Leather,,72,Power Reserve,Male,Germany
Zeitwinkel,188° Fire Red,ZTW-188FR,Luxury,ZW0102,In-house,Automatic,9800,7850,2023,39,22,13.2,50,Sapphire,,Stainless Steel,Leather,,72,Time Only,Male,Switzerland
Andersen Genève,Jumping Hours Rising Sun 2,AGJHRS2,Luxury,F. Piguet 11.50,F. Piguet 11.50,Automatic,54000,44000,2023,40,20,10.5,30,Sapphire,,18K Gold,Leather,,60,Jumping Hours,Male,Switzerland
Habring²,Felix Perpetual,A11CP,N/A,N/A,In-house,Manual,29500,24000,2023,38.5,20,13,30,Sapphire,N/A,Stainless Steel,Leather,N/A,48,Perpetual Calendar,Male,Austria
Speake-Marin,Ripples Date,SM-RPDAT-01,Luxury,SMA03-T20,In-house,Automatic,24500,19800,2023,40.3,22,11.1,50,Sapphire,,Stainless Steel,Bracelet,,52,Date,Male,Switzerland
Ming,37.07 Slate,MNG-3707SL,Dress,Cal. 7001.M1,ETA Peseux 7001 (modified),Manual,3950,3120,2023,38,20,10,100,Sapphire,,Stainless Steel,Leather,,42,Time Only,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Shiro Chronograph II,KUR-SHCH2,Chronograph,NE88A,,Automatic,3950,3150,2023,38,20,13.5,50,Sapphire,,Stainless Steel,Leather,,45,Chronograph,Male,Japan
Naoya Hida & Co.,Type 2A,NH-T2A,Dress,Cal.3019SS,ETA Peseux 7001 base,Manual,23500,19500,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Time Only,Male,Japan
Hajime Asaoka,Chrono-T Tourbillon,HAC-CHTTRB,Luxury,HA-TT01,In-house,Manual,165000,135000,2023,42,22,14.5,30,Sapphire,,Titanium,Leather,,72,Chronograph,Male,
F.P. Journe,Octa Lune Black Label,FPJ-OLBL,Luxury,1300.3,In-house,Automatic,67500,55000,2023,40,20,10.6,30,Sapphire,,Platinum,Leather,,120,Moonphase,Male,
Vianney Halter,Deep Space Resonance,VH-DSR,Luxury,In-house,In-house,Manual,360000,295000,2023,46,22,16.5,30,Sapphire,,Titanium,Leather,,65,Resonance Tourbillon,Male,Switzerland
Urwerk,UR-210 Final Edition,UR210-FNL,Luxury,UR-7.10,In-house,Automatic,145000,118000,2023,43.8,21,17.9,30,Sapphire,,Titanium,Rubber,,48,Satellite Hours,Male,Switzerland
Czapek,Antarctique Passage Viridian Green,CZP-APVG,Luxury,SXH5,In-house,Automatic,22500,17900,2023,40.5,21.5,10.6,120,Sapphire,,Stainless Steel,Bracelet,,60,Time Only,Male,Switzerland
Kari Voutilainen,Vingt-8 ISO,KV-V28ISO,Luxury,Vingt-8,In-house,Manual,110000,92000,2023,39,20,11,30,Sapphire,,Titanium,Leather,,65,Time ISO Display,Male,Switzerland
Moritz Grossmann,Hamatic Vintage Salmon,MOR-HVS,Luxury,106,In-house,Automatic,46500,37500,2023,41,20,11.35,30,Sapphire,,Rose Gold,Leather,,72,Hammer Winding,Male,Germany
Zeitwinkel,273° Meteorite,ZTW-273MT,Luxury,ZW0103,In-house,Automatic,12900,10200,2023,42.5,22,13.8,50,Sapphire,,Stainless Steel,Leather,,72,Big Date,Male,
Andersen Genève,Cabinet des Mystères,AG-CDM,Luxury,F. Piguet 11.50,F. Piguet 11.50,Automatic,58000,47000,2023,42,20,11,30,Sapphire,,18K White Gold,Leather,,60,Jumping Hours,Male,Switzerland
Habring²,Erwin Scientific Dial,HB-ERWSD,Luxury,A11S,In-house,Manual,7800,6400,2023,38.5,20,12,30,Sapphire,,Stainless Steel,Leather,,48,Deadbeat Seconds,Male,Austria
Speake-Marin,Ripples Blue Ice,SP-RIP-BI,Luxury,SMA03-T20,In-house,Automatic,23500,19500,2023,40.3,22,11.1,50,Sapphire,,Stainless Steel,Bracelet,,52,Time Only,Male,Switzerland
Ming,37.05 Moonphase,MNG-3705MP,Luxury,Cal. 7001.M1,ETA Peseux 7001 (modified),Manual,3950,3200,2023,38,20,10,100,Sapphire,,Stainless Steel,Leather,,42,Moonphase,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Chronograph 5,KUR-CH5,Chronograph,NE88A,,Automatic,3950,3180,2023,38,20,13.5,50,Sapphire,,Stainless Steel,Leather,,45,Chronograph,Male,Japan
Naoya Hida & Co.,Type 4B,NH-T4B,Dress,Cal.3020SC,ETA Peseux 7001 base,Manual,26500,21500,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Time Only,Male,Japan
Hajime Asaoka,Project Tsunami,HAC-TSU,Luxury,HA-T01,In-house,Manual,140000,115000,2023,43,21,13.5,30,Sapphire,,Titanium,Leather,,72,Time Only,Male,Japan
F.P. Journe,Chronomètre Souverain Havana,FPJ-CSH,Luxury,1304,In-house,Manual,39000,32500,2023,40,20,8.6,30,Sapphire,,Platinum,Leather,,56,Time Only,Male,Switzerland
Greubel Forsey,Quadruple Tourbillon GMT,GFS-QTGMT,Luxury,GF Caliber,In-house,Manual,750000,620000,2023,47.5,21,17.5,30,Sapphire,,Titanium,Leather,,120,4 Tourbillons,Male,Switzerland
MB&F,HM11 Architect,MBF-HM11,Luxury,In-house,In-house,Manual,210000,176000,2023,42,20,18,30,Sapphire,,Titanium,Leather,,72,Architectural Display,Male,Switzerland
Parmigiani Fleurier,Tonda PF Flying Tourbillon,PFC907-2020001-200182,Luxury,PF517,In-house,Automatic,135000,112000,2023,42,21,8.6,100,Sapphire,,Platinum,Bracelet,,48,Tourbillon,Male,Switzerland
Laurent Ferrier,Classic Traveller Blue,LFR-CLTRV-BLU,Luxury,LF230.01,In-house,Automatic,62000,50500,2023,41,20,12.6,30,Sapphire,,Stainless Steel,Bracelet,,80,Dual Time,Male,Switzerland
Arnold & Son,Perpetual Moon 38 Platinum,AS-PM38-PLT,Luxury,A&S1612,In-house,Manual,52000,43000,2023,38,20,10.5,30,Sapphire,,Platinum,Leather,,90,Moonphase,Male,Switzerland
Angelus,Lumino Gold Skeleton,ANG-LGSK,Luxury,A-250,In-house,Manual,35000,28500,2023,42,21,10.2,30,Sapphire,,Gold,Rubber,,60,Skeletonized,Male,Switzerland
De Bethune,DB27 Titan Hawk V2,DB27THV2,Luxury,DB2005,In-house,Automatic,52000,42800,2023,43,21,11.8,50,Sapphire,,Titanium,Leather,,60,Time Only,Male,Switzerland
Jacob & Co.,Opera Godfather Minute Repeater,JC-OGMR,Luxury,Cal. JCFM04,In-house,Manual,300000,248000,2023,49,23,21,30,Sapphire,,18K Rose Gold,Leather,,48,Minute Repeater,Male,Switzerland
Louis Moinet,Space Revolution Double Tourbillon,LM-SPRV-DBTR,Luxury,LJLM1000,In-house,Manual,400000,330000,2023,43.5,22,15,30,Sapphire,,18K Gold,Leather,,72,Double Tourbillon,Male,Switzerland
MB&F,Legacy Machine Perpetual EVO,MBF-LMPE,Luxury,LM Perpetual EVO,In-house,Automatic,180000,148000,2023,44,22,17.5,80,Sapphire,,Zirconium,Rubber,,72,Perpetual Calendar,Male,Switzerland
Czapek,Antarctique Titanium Dark Sector,CZP-ANT-TDS,Luxury,SXH5,In-house,Automatic,24000,19500,2023,40.5,21.5,10.6,120,Sapphire,,Titanium,Bracelet,,60,Time Only,Male,Switzerland
Kari Voutilainen,217QRS Retrograde Date,KVC-217QRS,Luxury,Vingt-8,In-house,Manual,140000,115000,2023,39,20,11.3,30,Sapphire,,Platinum,Leather,,65,Retrograde Date,Male,Switzerland
Moritz Grossmann,Tefnut Twist Classic,MOR-TTCL,Luxury,MG-102.0,In-house,Manual,46000,37500,2023,36,18,10,30,Sapphire,,White Gold,Leather,,48,Time Only,Female,Germany
Zeitwinkel,082° Saphir Gris,ZTW-082SG,Luxury,ZW0102,In-house,Automatic,9800,7950,2023,39,22,13.2,50,Sapphire,,Stainless Steel,Leather,,72,Date,Male,Switzerland
Andersen Genève,Worldtime Chronograph,AG-WTC,Luxury,F. Piguet 1185,F. Piguet 1185,Automatic,68000,54500,2023,42,20,12,30,Sapphire,,18K Gold,Leather,,40,World Time,Male,
Habring²,Doppel Felix Rattrapante,A11R,N/A,N/A,In-house,Manual,13500,11000,2023,38.5,20,13.5,30,Sapphire,N/A,Stainless Steel,Leather,N/A,48,Rattrapante,Male,Austria
Speake-Marin,Openworked Tourbillon,SPM-OWT,Luxury,SMA05,In-house,Manual,135000,112000,2023,42,22,12.8,50,Sapphire,,Titanium,Bracelet,,70,Openworked Tourbillon,Male,Switzerland
Ming,27.02 Monolith,MNG-2702M,Dress,ETA Peseux 7001 (modified),Peseux 7001,Manual,4950,3980,2023,38,20,6.9,100,Sapphire,,Stainless Steel,Leather,,42,Time Only,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Grand Urushi Aoyama,KUR-GUA,Dress,Miyota 90S5,,Automatic,3850,3100,2023,37,20,11,50,Sapphire,,Stainless Steel,Leather,,42,Time Only,Male,Japan
Naoya Hida & Co.,Type 5A,NH-T5A,Dress,Cal.3020SC,ETA Peseux 7001 base,Manual,25500,21000,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Small Seconds,Male,Japan
Hajime Asaoka,Tourbillon 1,HAC-T1,Luxury,HA-T01,In-house,Manual,165000,135000,2023,42,22,14.5,30,Sapphire,,Titanium,Leather,,72,Tourbillon,Male,Japan
F.P. Journe,Élégante 48mm Titanium,FPJ-ELG48T,Luxury,Electro-Mechanical,In-house,Quartz,19500,15800,2023,48,22,7.9,30,Sapphire,,Titanium,Rubber,,100,Time Only,Unisex,Switzerland
Urwerk,UR-111C Black Cobra,UR111C-BC,Luxury,UR-111C,In-house,Automatic,135000,110000,2023,42,20,15,30,Sapphire,,Stainless Steel,Bracelet,,48,Linear Hours,Male,Switzerland
Czapek,Place Vendôme Tourbillon Suspendu,CZP-PVTS,Luxury,SXH2,In-house,Manual,95000,77500,2023,43.5,22,12.3,30,Sapphire,,Rose Gold,Leather,,60,Tourbillon,Male,Switzerland
Kari Voutilainen,Minute Repeater GMT,KVC-MRGMT,Luxury,Vingt-8,In-house,Manual,225000,185000,2023,42,20,12,30,Sapphire,,Platinum,Leather,,65,Minute Repeater,Male,
MB&F,HM9 Flow,MBF-HM9,Luxury,MB&F,In-house,Manual,182000,148000,2023,57,22,23,30,Sapphire,,Titanium,Leather,,45,Dual Balance Wheel,Male,Switzerland
Parmigiani Fleurier,Tonda PF Annual Calendar,PFC907-2020001-HA1241,Luxury,PF339,In-house,Automatic,39000,32000,2023,42,22,11.2,100,Sapphire,,Platinum,Bracelet,,50,Annual Calendar,Male,Switzerland
Laurent Ferrier,Galet Classic Tourbillon Double Hairspring,LFR-GCTDH,Luxury,LF619.01,In-house,Manual,165000,135000,2023,41,20,12.7,30,Sapphire,,White Gold,Leather,,80,Tourbillon,Male,Switzerland
Arnold & Son,Time Pyramid Tourbillon,AS-TPT,Luxury,A&S8615,In-house,Manual,45000,37000,2023,44.6,21,10.9,30,Sapphire,,Red Gold,Leather,,90,Skeleton Tourbillon,Male,Switzerland
Angelus,U50 Diver Tourbillon,ANG-U50DT,Luxury,A-300,In-house,Manual,35000,28000,2023,45,22,12.5,300,Sapphire,,Carbon,Rubber,,60,Tourbillon,Male,Switzerland
De Bethune,DB28XP Meteorite,DB28XP-MET,Luxury,DB2115V6,In-house,Manual,250000,208000,2023,43,21,11.4,30,Sapphire,,Titanium,Leather,,120,Time Only,Male,Switzerland
Jacob & Co.,Opera Scarface Musical Watch,JCO-SCFC,Luxury,Cal. JCFM04,In-house,Manual,350000,285000,2023,49,23,21,30,Sapphire,,18K White Gold,Leather,,48,Music Function,Male,Switzerland
